subject,object,S
Czech Republic,Koruna,"Czech Republic may do so.
= = = United States = = =
Immigration of Czechs from Europe to the United States occurred primarily from 1848 to 1914. Czech is a Less Commonly Taught Language in U.S. schools, and is taught at Czech heritage centers. Large communities of Czech Americans live in the states of Texas, Nebraska and Wisconsin. In the 2000 United States Census, Czech was reported as the most-common language spoken at home (besides English) in Valley, Butler and Saunders Counties, Nebraska and Republic County, Kansas. With the exception of Spanish (the non-English language most commonly spoken at home nationwide), Czech was the most-common home language in over a dozen additional counties in Nebraska, Kansas, Texas, North Dakota and Minnesota. As of 2009, 70,500 Americans spoke Czech as their first language (49th place nationwide, behind Turkish and ahead of Swedish).
= = Dialects = =
In addition to a spoken standard and a closely related written standard, Czech has several regional dialects primarily used in rural areas by speakers less proficient in other dialects or standard Czech. During the second half of the twentieth century, Czech dialect use began to weaken. By the early 1990s dialect use was stigmatized, associated with the shrinking lower class and used in literature or other media for comedic effect. Increased travel and media availability to dialect-speaking populations has encouraged them to shift to (or add to their own dialect) standard Czech. Although Czech has received considerable scholarly interest for a Slavic language, this interest has focused primarily on modern standard Czech and ancient texts rather than dialects. Standard Czech is still the norm for politicians, businesspeople and other Czechs in formal situations, but Common Czech is gaining ground in journalism and the mass media.
A detailed 2003 estimate from the Czech Statistical Office counts the following dialects:
Nářečí středočeská (Central Bohemian dialects)
Nářečí jihozápadočeská (Southwestern Bohemian dialects)
Podskupina chodská (Chod subgroup)
Podskupina doudlebská (Doudleby subgroup)
Nářečí českomoravská (Bohemian – Moravian dialects)
Nářečí středomoravská (Central Moravian dialects)
Podskupina tišnovská (Tišnov subgroup)
Nářečí východomoravská (Eastern Moravian dialects)
Podskupina slovácká (Moravian Slovak subgroup)
Podskupina valašská (Moravian Wallachian subgroup)
Nářečí slezská (Silesian dialects)
Nářečí severovýchodočeská (Northeastern Bohemian dialects)
Podskupina podkrknošská (Krkonoše subgroup)
The main colloquial Czech dialect, spoken primarily near Prague but also throughout the country, is known as Common Czech (obecná čeština). This is an academic distinction; most Czechs are unaware of the term or associate it with vernacular (or incorrect) Czech. Compared to standard Czech, Common Czech is characterized by simpler inflection patterns and differences in sound distribution.
The Czech dialects spoken in Moravia and Silesia are known as Moravian (moravština). In the Austro-Hungarian Empire, ""Bohemian-Moravian-Slovak"" was a language citizens could register as speaking (with German, Polish and several others). Of the Czech dialects, only Moravian is distinguished in nationwide surveys by the Czech Statistical Office. As of 2011, 62,908 Czech citizens spoke Moravian as their first language and 45,561 were diglossal (speaking Moravian and standard Czech as first languages).
Beginning in the sixteenth century, some varieties of Czech resembled Slovak; the southeastern Moravian dialects, in particular, are sometimes considered dialects of Slovak rather than Czech. These dialects form a continuum between the Czech and Slovak languages, using the same declension patterns for nouns and pronouns and the same verb conjugations as Slovak.
In a 1964 textbook on Czech dialectology, Břetislav Koudela used the following sentence to highlight phonetic differences between dialects:
= = Phonology = =
Czech contains ten basic vowel phonemes, and three more found only in loanwords. They are / a /, / ɛ /, / ɪ /, / o /, and / u /, their long counterparts / aː /, / ɛː /, / iː /, / oː / and / uː /, and three diphthongs, / ou ̯ /, / au ̯ / and / ɛu ̯ /. The latter two diphthongs and the long / oː / are exclusive to loanwords. Vowels are never reduced to schwa sounds when unstressed. Each word usually has primary stress on its first syllable, except for enclitics (minor, monosyllabic, unstressed syllables). In all words of more than two syllables, every odd-numbered syllable receives secondary stress. Stress is unrelated to vowel length, and the possibility of stressed short vowels and unstressed long vowels can be confusing to students whose native language combines the features (such as English).
Voiced consonants with unvoiced counterparts are unvoiced at the end of a word, or when they are followed by unvoiced consonants. Czech consonants are categorized as ""hard"", ""neutral"" or ""soft"":
Hard: / d /, / ɡ /, / ɦ /, / k /, / n /, / r /, / t /, / x /
Neutral: / b /, / f /, / l /, / m /, / p /, / s /, / v /, / z /
Soft: / c /, / ɟ /, / j /, / ɲ /, / r ̝ /, / ʃ /, / ts /, / tʃ /, / ʒ /
This distinction describes the declension patterns of nouns, which is based on the category of a noun's ending consonant. Hard consonants may not be followed by i or í in writing, or soft ones by y or ý (except in loanwords such as kilogram). Neutral consonants may take either character. Hard consonants are sometimes known as ""strong"", and soft ones as ""weak"".
The phoneme represented by the letter ř (capital Ř) is considered unique to Czech. It represents the raised alveolar non-sonorant trill (IPA: [r ̝]), a sound somewhere between Czech's r and ž (example: ""řeka"" (river)), and is present in Dvořák.
The consonants / r / and / l / can be syllabic, acting as syllable nuclei in place of a vowel. This can be difficult for non-native speakers to pronounce, and Strč prst skrz krk (""Stick [your] finger down [your] throat"") is a Czech tongue twister.
= = Vocabulary = =
Czech vocabulary derives primarily from Slavic, Baltic and other Indo-European roots. Although most verbs have Balto-Slavic origins, pronouns, prepositions and some verbs have wider, Indo-European roots. Some loanwords have been restructured by folk etymology to resemble native Czech words (hřbitov, ""graveyard"" and listina, ""list"").
Most Czech loanwords originated in one of two time periods. Earlier loanwords, primarily from German, Greek and Latin, arrived before the Czech National Revival. More recent loanwords derive primarily from English and French, and also from Hebrew, Arabic and Persian. Many Russian loanwords, principally animal names and naval terms, also exist in Czech.
Although older German loanwords were colloquial, recent borrowings from other languages are associated with high culture. During the nineteenth century, words with Greek and Latin roots were rejected in favor of those based on older Czech words and common Slavic roots; ""music"" is muzyka in Polish and музыка (muzyka) in Russian, but in Czech it is hudba. Some Czech words have been borrowed as loanwords into English and other languages — for example, robot (from robota, ""labor"") and polka (from polka, ""Polish woman"" or from ""půlka"" ""half"").
= = Grammar = =
Typical of Indo-European languages, Czech grammar is fusional; its nouns, verbs, and adjectives are inflected by phonological processes to modify their meanings and grammatical functions, and the easily separable affixes characteristic of agglutinative languages are limited. Slavic-language inflection is complex and pervasive, inflecting for case, gender and number in nouns and tense, aspect, mood, person and subject number and gender in verbs.
Other parts of speech include adjectives, adverbs, numbers, interrogative words, prepositions, conjunctions and interjections. Adverbs are primarily formed by taking the final ý or í of an adjective and replacing it with e, ě, or o. Negative statements are formed by adding the affix ne- to the verb of a clause, with one exception: je (he, she or it is) becomes není.
= = = Sentence and clause structure = = =
Because Czech uses grammatical case to convey word function in a sentence (instead of relying on word order, as English does), its word order is flexible. As a pro-drop language, in Czech an intransitive sentence can consist of only a verb; information about its subject is encoded in the verb. Enclitics (primarily auxiliary verbs and pronouns) must appear in the second syntactic slot of a sentence, after the first stressed unit. The first slot must contain a subject and object, a main form of a verb, an adverb or a conjunction (except for the light conjunctions a, ""and"", i, ""and even"" or ale, ""but"").
Czech syntax has a subject – verb – object sentence structure. In practice, however, word order is flexible and used for topicalization and focus. Although Czech has a periphrastic passive construction (like English), colloquial word-order changes frequently produce the passive voice. For example, to change ""Peter killed Paul"" to ""Paul was killed by Peter"" the order of subject and object is inverted: Petr zabil Pavla (""Peter killed Paul"") becomes ""Paul, Peter killed"" (Pavla zabil Petr). Pavla is in the accusative case, the grammatical object (in this case, the victim) of the verb.
A word at the end of a clause is typically emphasized, unless an upward intonation indicates that the sentence is a question:
Pes jí bagetu. – The dog eats the baguette (rather than eating something else).
Bagetu jí pes. – The dog eats the baguette (rather than someone else doing so).
Pes bagetu jí. – The dog eats the baguette (rather than doing something else to it).
Jí pes bagetu? – Does the dog eat the baguette? (emphasis ambiguous)
In portions of Bohemia (including Prague), questions such as Jí pes bagetu? without an interrogative word (such as co, ""what"" or kdo, ""who"") are intoned in a slow rise from low to high, quickly dropping to low on the last word or phrase.
In Czech syntax, adjectives precede nouns. Relative clauses are introduced by relativizers such as the adjective který, analogous to the English relative pronouns ""which"", ""that"", ""who"" and ""whom"". As with other adjectives, it is declined into the appropriate case (see Declension below) to match its associated noun, person and number. Relative clauses follow the noun they modify, and the following is a glossed example:
English: I want to visit the university that John attends.
= = = Declension = = =
In Czech, nouns and adjectives are declined into one of seven grammatical cases. Nouns are inflected to indicate their use in a sentence. A nominative – accusative language, Czech marks subject nouns with nominative case and object nouns with accusative case. The genitive case marks possessive nouns and some types of movement. The remaining cases (instrumental, locative, vocative and dative) indicate semantic relationships, such as secondary objects, movement or position (dative case) and accompaniment (instrumental case). An adjective's case agrees with that of the noun it describes. When Czech children learn their language's declension patterns, the cases are referred to by number:
Some Czech grammatical texts order the cases differently, grouping the nominative and accusative (and the dative and locative) together because those declension patterns are often identical; this order accommodates learners with experience in other inflected languages, such as Latin or Russian. This order is nominative, accusative, genitive, dative, locative, instrumental and vocative.
Some prepositions require the nouns they modify to take a particular case. The cases assigned by each preposition are based on the physical (or metaphorical) direction, or location, conveyed by it. For example, od (from, away from) and z (out of, off) assign the genitive case. Other prepositions take one of several cases, with their meaning dependent on the case; na means ""onto"" or ""for"" with the accusative case, but ""on"" with the locative.
Examples of declension patterns (using prepositions) for a few nouns with adjectives follow. Only one plural example is given, since plural declension patterns are similar across genders.
This is a glossed example of a sentence using several cases:
English: I carried the box into the house with my friend.
= = = = Gender and animacy = = = =
Czech distinguishes three genders — masculine, feminine, and neuter — and the masculine gender is subdivided into animate and inanimate. With few exceptions, feminine nouns in the nominative case end in -a, -e, or -ost; neuter nouns in -o, -e, or -í, and masculine nouns in a consonant. Adjectives agree in gender and animacy (for masculine nouns in the accusative or genitive singular and the nominative plural) with the nouns they modify. The main effect of gender in Czech is the difference in noun and adjective declension, but other effects include past-tense verb endings: for example, dělal (he did, or made); dělala (she did, or made) and dělalo (it did, or made).
= = = = Number = = = =
Nouns are also inflected for number, distinguishing between singular and plural. Typical of a Slavic language, Czech cardinal numbers one through four allow the nouns and adjectives they modify to take any case, but numbers over five place these nouns and adjectives in the genitive case when the entire expression is in nominative or accusative case. The Czech koruna"
Israel,Shekel,"Israel Trade Bank, through the “Jerusalem Gang ′ s ” extortion of Ofer Maximov, that led to his sister Etti Alon ′ s embezzling 250 million shekel"
Israel,Shekel,"Israel Trade Bank, through the “Jerusalem Gang ′ s ” extortion of Ofer Maximov, that led to his sister Etti Alon ′ s embezzling 250 million shekel"
Israel,Shekel,"Israel Trade Bank, through the “Jerusalem Gang ′ s ” extortion of Ofer Maximov, that led to his sister Etti Alon ′ s embezzling 250 million shekel"
Israel,Shekel,"Israel Trade Bank, through the “Jerusalem Gang ′ s ” extortion of Ofer Maximov, that led to his sister Etti Alon ′ s embezzling 250 million shekel"
Israel,Shekel,"Israel Trade Bank, through the “Jerusalem Gang ′ s ” extortion of Ofer Maximov, that led to his sister Etti Alon ′ s embezzling 250 million shekel"
Singapore,Dollar,"Singapore thought it necessary or desirable to inform the Johor authorities of the decision about the siting of the lighthouse or to seek any consent for its erection.
Although the private subscribers wishing to commemorate Horsburgh had raised a sum which, with compound interest, came up to more than 7,400 Spanish dollar"
Singapore,Dollar,"Singapore in the four official languages (Chinese, Malay, Tamil and English) and the year of minting. In 1987 the dollar"
Singapore,Dollar,Singapore dollar
Singapore,Dollar,Singapore dollar
Singapore,Dollar,"Singapore Swimming Association (SSA) introduced a 15% levy on the cash awards given to swimmers, with about 6% set aside for youth development. As part of the government's Multi-Million Dollar Award Programme (MAP), she received S $23,750 for winning three individual titles and one team gold at the 2007 SEA Games. She was therefore ""taxed"" S $3,562.50, with S $1,425 going to youth development. Unhappy with this, Tao said: ""If they [the SSA] want to cultivate youth, they should find their own money, not pay using our awards. It's through our hard work that we got the money. So, I don't see the point that we should give the money to the youths."" She also said it had been her school and not the SSA which had borne the expense of her overseas training. The SSA said it was ""very disappointed"" with her comments, and pointed out that the association had spent ""easily in excess of $20,000"" in sending her for competitions abroad such as the World Championships, Hong Kong Open and Japan International, and a stint at the Australian Institute of Sport. SSA Vice-President Oon Jin Gee told the press, ""Even with the Sports School funding it, it's our taxpayers' dollar"
Singapore,Dollar,Singapore dollar
Singapore,Dollar,"Singapore Hokkien Festival, and was welcomed by numerous school alumni and educators, who were delighted to see that the institution can finally fulfill its mission to preserve and advocate the Chinese heritage and culture with more support from the government.
On 29 December 2013, a home-coming event was held at the former Nan Chiau High School campus at 46 Kim Yam Road, which thousands of alumni, former and present principals, teachers and staff of the institution gathered at the former school hall in a brunch buffet setting. The event was held before the official relaunch of the site of the former campus as a commercial development of offices, schools and F & B establishments.
In March 2015, Nan Chiau High School celebrated its 68th School Anniversary. Themed “Appreciating our Past, Inspiring the Future ”, the event was graced by Guest-of-Honour, Minister for Defence, Dr Ng Eng Hen, which saw the school and the community coming together to mark the occasion with a celebration of SG50, the outstanding achievements of the students, as well as the completion of the school ’ s upgrading works which costed a total of 2.67 million dollar"
Indonesia,Rupiah,"Indonesia was not dependent on ethnic Chinese businessmen, the rupiah"
Indonesia,Rupiah,"Indonesia by Presidential Decree 314 of 1964. Oerip was declared a National Hero by the same decree. He was promoted to General of the Army in 1997.
According to McGregor, the military increasingly used Sudirman's image as a symbol of leadership as it gained more political power. An image of Sudirman was featured on every denomination of the 1968 series of rupiah"
Indonesia,Rupiah,"Indonesia was not dependent on ethnic Chinese businessmen, the rupiah"
Indonesia,Rupiah,"Indonesia by Presidential Decree 314 of 1964. Oerip was declared a National Hero by the same decree. He was promoted to General of the Army in 1997.
According to McGregor, the military increasingly used Sudirman's image as a symbol of leadership as it gained more political power. An image of Sudirman was featured on every denomination of the 1968 series of rupiah"
Indonesia,Rupiah,"Indonesia was not dependent on ethnic Chinese businessmen, the rupiah"
Indonesia,Rupiah,"Indonesia by Presidential Decree 314 of 1964. Oerip was declared a National Hero by the same decree. He was promoted to General of the Army in 1997.
According to McGregor, the military increasingly used Sudirman's image as a symbol of leadership as it gained more political power. An image of Sudirman was featured on every denomination of the 1968 series of rupiah"
Thailand,Baht,"Thailand in December 1941, Japanese troops raided and occupied the school, forcing teachers and students to evacuate and relocate to temporary locations around Bangkok, and later to various other provinces. At one point, ML Pin disguised himself as a janitor to smuggle important documents and cash out of the school.
In 1942, not long after the invasion, Prime Minister Pibulsonggram assumed the post of education minister himself, and appointed ML Pin as Director-General of the Department of General Education. Although resources were limited due to the war, ML Pin was able to manage the budget and personnel to allow a countrywide 12 baht"
Thailand,Baht,"Thailand is regulated by the Thai Atomic Energy Commission for Peace and its working body, the Office of Atoms for Peace (OAP), formerly known as the Office of Atomic Energy for Peace (OAEP). In principle, the licensing process would involve annual safety inspections, but due to lack of personnel and resources, such inspections were not always properly done, nor were regulatory and control protocols strictly enforced.
The hospital retired the radiotherapy unit in 1994 and acquired a new one from Nordion via its Thai agent Kamol Sukosol Electric Company (KSE). The old unit and its 60Co source could not be returned either to its original German manufacturer Siemens, which had stopped producing or servicing them, or to the Canadian supplier Nordion, which was not the original manufacturer. Consequently, the hospital sold the old unit to KSE, which already had another licensed unit in storage. However, neither the hospital nor KSE informed the OAEP of the transfer. In 1996 an OAEP inspection found that KSE had three unlicensed units in its warehouse, which had been licensed for the storage of a single unit in 1988.
KSE's lease of the warehouse was terminated in 1999. KSE subsequently returned the licensed unit, while moving the three unregistered units to an unused car park in Bangkok's Prawet District, which was owned by its parent company. The car park was fenced, but the fence had been breached and nearby residents regularly entered to play football in its empty areas. KSE notified the OAEP of its transfer of the licensed unit, but did not mention the other three, which remained orphan sources.
= = Accident = =
On 24 January 2000, the part of the radiation therapy unit containing the radiation source was acquired by two scrap collectors, who claimed to have bought it from some strangers as scrap metal for resale. They took it home, planning to dismantle it later. On 1 February, the two, together with another two associates, attempted to dismantle the metal part (a 97-kilogram, 42-by-20-centimetre lead cylinder held in a stainless steel casing), which was the unit's source drawer. Using a hammer and chisel, they only managed to crack the welded seam. Two of the men then took the metal piece, along with other scrap metal, to a scrapyard on Soi Wat Mahawong in Phra Pradaeng District, Samut Prakan Province. There they asked a worker at the scrapyard to cut open the cylinder using an oxyacetylene torch. As the cylinder was cut open, two smaller cylindrical metal pieces, which had held the source capsule, fell out. The worker retrieved the two pieces and kept them in the scrapyard, but was unaware of the source capsule itself. The lead cylinder was returned to the scrap collectors for them to complete the disassembly.
That same day, the four men present when the cylinder was opened (two of the scrap collectors and two scrapyard employees) began to feel ill, experiencing headaches, nausea and vomiting. The scrap collectors succeeded in taking the lead cylinder apart, and took the parts to sell at the scrapyard the next day. The scrapyard employees continued to feel sick during the following week, and on 12 February the scrapyard owner, believing the metal to be causing the illness, asked the scrap collector to take it elsewhere, and had the two smaller metal pieces thrown away.
By mid-February the symptoms of those involved were deteriorating; their symptoms included burn wounds, swollen hands, diarrhoea, fever, and hair loss. One of the scrap collectors went to Samut Prakan Hospital on 15 February and was admitted the next day, while the two scrapyard employees were also admitted, on 16 and 17 February. The scrapyard owner's husband was admitted to Bangkok General Hospital on 17 February due to epistaxis (nosebleed), while the scrapyard owner, her mother, and her maid (all of whom lived across the street from the scrapyard and sometimes entered) also began to feel ill. A stray dog that was often seen in the scrapyard also died.
Two of the patients at Samut Prakan Hospital were admitted to the surgical ward, while the other was admitted to the medical ward. All were nauseated and vomiting, and two of them were showing leukopenia (low white blood cell count). Reviewing the cases on 18 February, the doctors realized their symptoms were likely caused by radiation exposure, and notified the OAEP.
= = Response = =
Upon receiving notification, the OAEP sent two officers to investigate, who met the doctors and patients at the hospital shortly after noon on 18 February. After questioning the scrapyard owner, they searched for the cylindrical metal pieces initially suspected to be the radiation source, but found that they were not radioactive. They then headed to the scrapyard, and noted abnormally high levels of radiation as they approached, late in the evening. At the scrapyard entrance they measured radiation at an equivalent dose of 1 millisievert per hour (mSv / h) and decided to request additional assistance.
Recognizing the event as a serious radiological accident, the OAEP organized an emergency response team to manage the situation, in conjunction with the local public health and civil defense authorities. They conducted contamination and radiation level surveys and found that there was no contamination, but the radiation dose rate was as high as 10 mSv / h near the source, which kept them from getting close enough to determine what the source was. Surveys to locate the source continued throughout the night. The scrapyard and immediate vicinity were cordoned off, but evacuation was deemed unnecessary.
Retrieval operations began in the afternoon of the following day (19 February 2000), after planning and rehearsing. An excavator was used to clear the way into the scrapyard, and a lead wall was placed to help shield operators from radiation. Scrap metal pieces near the source were removed one by one, using a grasping tool for large pieces, and an improvised electromagnet attached to a 5-metre (16 ft) bamboo rod for smaller ones. A high range radiation dose rate probe was used to screen these metal pieces for radioactivity. A fluorescent screen was used to ultimately determine the exact location of the source, but the team had to wait for cloud cover to reduce moonlight enough to see properly. The source capsule was finally retrieved shortly after midnight and placed in a shielded container. It was identified by in situ gamma spectroscopy as 60Co, and had an estimated activity of 15.7 terabecquerels (420 Ci).
The 60Co source was transferred for storage at the OAEP headquarters. Subsequent surveys found radiation in the scrapyard to have returned to normal background levels. During the same time, the OAEP was informed of the three teletherapy units in the car park, and a separate investigating team found one of the units to have had its drawer assembly missing. This was confirmed to be the origin of the source, and the three units were removed for temporary storage on 21 February.
The OAEP reported the incident to the International Atomic Energy Agency (IAEA), which sent a team of experts on 26 February to assist in the management of the situation and the treatment of those injured.
= = Casualties = =
In total, ten people were admitted to hospital with radiation sickness: the four scrap collectors, the two scrapyard employees, the scrapyard owner, her husband, her mother, and her maid. Of these, four people (those working at the scrapyard) were estimated to have received radiation doses of over 6 gray (Gy). All patients were ultimately referred to Rajavithi Hospital, where they received inpatient care. All but one of the patients developed agranulocytosis or bicytopenia (depletion of white blood cells and / or platelets). Several also developed burns, and one (the first scrap collector) had to have his finger amputated. Three patients (the two scrapyard workers and the owner's husband) ultimately died of uncontrolled infection and sepsis, all within two months of exposure.
In addition to these casualties, 1,872 people living within 100 metres (330 ft) of the scrapyard were potentially exposed to different levels of ionizing radiation. Physical exams and blood tests were provided to nearly half these people, who sought medical attention. Radiation doses received by OAEP personnel working to recover the radiation source did not exceed 32 mSv, as measured by individual thermoluminescent dosimeters.
= = Public reaction and aftermath = =
The accident became a subject of intense news coverage. The origin of the poorly stored radioactive source was traced to KSE, which was charged with possessing radioactive substances without permission and was fined 15,000 baht (approx $450). Environmental Litigation and Advocacy for the Wants (EnLAW), a non-governmental advocacy group, later filed a class action lawsuit against KSE on behalf of the victims, and also against the OAEP in the Administrative Court. The Administrative Court later ruled in 2003 in favour of the plaintiffs, ordering the OAEP to pay 5,222,301 baht (approx $155,000) as restitution. KSE was ordered by the Civil Court to pay a total of 640,246 baht"
Thailand,Baht,"Thailand in December 1941, Japanese troops raided and occupied the school, forcing teachers and students to evacuate and relocate to temporary locations around Bangkok, and later to various other provinces. At one point, ML Pin disguised himself as a janitor to smuggle important documents and cash out of the school.
In 1942, not long after the invasion, Prime Minister Pibulsonggram assumed the post of education minister himself, and appointed ML Pin as Director-General of the Department of General Education. Although resources were limited due to the war, ML Pin was able to manage the budget and personnel to allow a countrywide 12 baht"
Thailand,Baht,"Thailand is regulated by the Thai Atomic Energy Commission for Peace and its working body, the Office of Atoms for Peace (OAP), formerly known as the Office of Atomic Energy for Peace (OAEP). In principle, the licensing process would involve annual safety inspections, but due to lack of personnel and resources, such inspections were not always properly done, nor were regulatory and control protocols strictly enforced.
The hospital retired the radiotherapy unit in 1994 and acquired a new one from Nordion via its Thai agent Kamol Sukosol Electric Company (KSE). The old unit and its 60Co source could not be returned either to its original German manufacturer Siemens, which had stopped producing or servicing them, or to the Canadian supplier Nordion, which was not the original manufacturer. Consequently, the hospital sold the old unit to KSE, which already had another licensed unit in storage. However, neither the hospital nor KSE informed the OAEP of the transfer. In 1996 an OAEP inspection found that KSE had three unlicensed units in its warehouse, which had been licensed for the storage of a single unit in 1988.
KSE's lease of the warehouse was terminated in 1999. KSE subsequently returned the licensed unit, while moving the three unregistered units to an unused car park in Bangkok's Prawet District, which was owned by its parent company. The car park was fenced, but the fence had been breached and nearby residents regularly entered to play football in its empty areas. KSE notified the OAEP of its transfer of the licensed unit, but did not mention the other three, which remained orphan sources.
= = Accident = =
On 24 January 2000, the part of the radiation therapy unit containing the radiation source was acquired by two scrap collectors, who claimed to have bought it from some strangers as scrap metal for resale. They took it home, planning to dismantle it later. On 1 February, the two, together with another two associates, attempted to dismantle the metal part (a 97-kilogram, 42-by-20-centimetre lead cylinder held in a stainless steel casing), which was the unit's source drawer. Using a hammer and chisel, they only managed to crack the welded seam. Two of the men then took the metal piece, along with other scrap metal, to a scrapyard on Soi Wat Mahawong in Phra Pradaeng District, Samut Prakan Province. There they asked a worker at the scrapyard to cut open the cylinder using an oxyacetylene torch. As the cylinder was cut open, two smaller cylindrical metal pieces, which had held the source capsule, fell out. The worker retrieved the two pieces and kept them in the scrapyard, but was unaware of the source capsule itself. The lead cylinder was returned to the scrap collectors for them to complete the disassembly.
That same day, the four men present when the cylinder was opened (two of the scrap collectors and two scrapyard employees) began to feel ill, experiencing headaches, nausea and vomiting. The scrap collectors succeeded in taking the lead cylinder apart, and took the parts to sell at the scrapyard the next day. The scrapyard employees continued to feel sick during the following week, and on 12 February the scrapyard owner, believing the metal to be causing the illness, asked the scrap collector to take it elsewhere, and had the two smaller metal pieces thrown away.
By mid-February the symptoms of those involved were deteriorating; their symptoms included burn wounds, swollen hands, diarrhoea, fever, and hair loss. One of the scrap collectors went to Samut Prakan Hospital on 15 February and was admitted the next day, while the two scrapyard employees were also admitted, on 16 and 17 February. The scrapyard owner's husband was admitted to Bangkok General Hospital on 17 February due to epistaxis (nosebleed), while the scrapyard owner, her mother, and her maid (all of whom lived across the street from the scrapyard and sometimes entered) also began to feel ill. A stray dog that was often seen in the scrapyard also died.
Two of the patients at Samut Prakan Hospital were admitted to the surgical ward, while the other was admitted to the medical ward. All were nauseated and vomiting, and two of them were showing leukopenia (low white blood cell count). Reviewing the cases on 18 February, the doctors realized their symptoms were likely caused by radiation exposure, and notified the OAEP.
= = Response = =
Upon receiving notification, the OAEP sent two officers to investigate, who met the doctors and patients at the hospital shortly after noon on 18 February. After questioning the scrapyard owner, they searched for the cylindrical metal pieces initially suspected to be the radiation source, but found that they were not radioactive. They then headed to the scrapyard, and noted abnormally high levels of radiation as they approached, late in the evening. At the scrapyard entrance they measured radiation at an equivalent dose of 1 millisievert per hour (mSv / h) and decided to request additional assistance.
Recognizing the event as a serious radiological accident, the OAEP organized an emergency response team to manage the situation, in conjunction with the local public health and civil defense authorities. They conducted contamination and radiation level surveys and found that there was no contamination, but the radiation dose rate was as high as 10 mSv / h near the source, which kept them from getting close enough to determine what the source was. Surveys to locate the source continued throughout the night. The scrapyard and immediate vicinity were cordoned off, but evacuation was deemed unnecessary.
Retrieval operations began in the afternoon of the following day (19 February 2000), after planning and rehearsing. An excavator was used to clear the way into the scrapyard, and a lead wall was placed to help shield operators from radiation. Scrap metal pieces near the source were removed one by one, using a grasping tool for large pieces, and an improvised electromagnet attached to a 5-metre (16 ft) bamboo rod for smaller ones. A high range radiation dose rate probe was used to screen these metal pieces for radioactivity. A fluorescent screen was used to ultimately determine the exact location of the source, but the team had to wait for cloud cover to reduce moonlight enough to see properly. The source capsule was finally retrieved shortly after midnight and placed in a shielded container. It was identified by in situ gamma spectroscopy as 60Co, and had an estimated activity of 15.7 terabecquerels (420 Ci).
The 60Co source was transferred for storage at the OAEP headquarters. Subsequent surveys found radiation in the scrapyard to have returned to normal background levels. During the same time, the OAEP was informed of the three teletherapy units in the car park, and a separate investigating team found one of the units to have had its drawer assembly missing. This was confirmed to be the origin of the source, and the three units were removed for temporary storage on 21 February.
The OAEP reported the incident to the International Atomic Energy Agency (IAEA), which sent a team of experts on 26 February to assist in the management of the situation and the treatment of those injured.
= = Casualties = =
In total, ten people were admitted to hospital with radiation sickness: the four scrap collectors, the two scrapyard employees, the scrapyard owner, her husband, her mother, and her maid. Of these, four people (those working at the scrapyard) were estimated to have received radiation doses of over 6 gray (Gy). All patients were ultimately referred to Rajavithi Hospital, where they received inpatient care. All but one of the patients developed agranulocytosis or bicytopenia (depletion of white blood cells and / or platelets). Several also developed burns, and one (the first scrap collector) had to have his finger amputated. Three patients (the two scrapyard workers and the owner's husband) ultimately died of uncontrolled infection and sepsis, all within two months of exposure.
In addition to these casualties, 1,872 people living within 100 metres (330 ft) of the scrapyard were potentially exposed to different levels of ionizing radiation. Physical exams and blood tests were provided to nearly half these people, who sought medical attention. Radiation doses received by OAEP personnel working to recover the radiation source did not exceed 32 mSv, as measured by individual thermoluminescent dosimeters.
= = Public reaction and aftermath = =
The accident became a subject of intense news coverage. The origin of the poorly stored radioactive source was traced to KSE, which was charged with possessing radioactive substances without permission and was fined 15,000 baht (approx $450). Environmental Litigation and Advocacy for the Wants (EnLAW), a non-governmental advocacy group, later filed a class action lawsuit against KSE on behalf of the victims, and also against the OAEP in the Administrative Court. The Administrative Court later ruled in 2003 in favour of the plaintiffs, ordering the OAEP to pay 5,222,301 baht (approx $155,000) as restitution. KSE was ordered by the Civil Court to pay a total of 640,246 baht"
Thailand,Baht,"Thailand in December 1941, Japanese troops raided and occupied the school, forcing teachers and students to evacuate and relocate to temporary locations around Bangkok, and later to various other provinces. At one point, ML Pin disguised himself as a janitor to smuggle important documents and cash out of the school.
In 1942, not long after the invasion, Prime Minister Pibulsonggram assumed the post of education minister himself, and appointed ML Pin as Director-General of the Department of General Education. Although resources were limited due to the war, ML Pin was able to manage the budget and personnel to allow a countrywide 12 baht"
